Pathological_type,Appendiceal,Appendiceal,Appendiceal,Appendiceal,Appendiceal,Appendiceal,Appendiceal,Appendiceal,Appendiceal,Appendiceal,Ileal,Ileal,Ileal,Ileal,Ileal,Ileal,Ileal,Ileal,Ileal,Ileal,Ileal,Ileal,Ileal,Ileal,Ileal,Ileal,Ileal,Ileal,Ileal,Ileal,Ileal,Ileal
hsa-let-7e(1),-10.77395384,-8.744319196,-9.232591361,-10.48705472,-9.177215498,-11.19343577,-9.536059068,-9.399345133,-9.858895977,-9.043576539,-7.049370891,-7.266629359,-10.39207239,-7.469890381,-7.68459051,-7.983625228,-9.163028578,-8.845012338,-9.27771854,-10.44300335,-10.0027719,-8.587091781,-9.070479336,-9.550486402,-9.60030898,-9.185716125,-7.444755666,-8.978037041,-8.097380397,-8.45841738,-9.172561748,-9.587905366
hsa-miR-125a(1),-6.955801012,-6.846165657,-6.693421072,-8.115503717,-6.61582815,-7.869906099,-7.138163187,-6.076868848,-5.913862793,-7.118589499,-5.243722271,-5.726123438,-6.731595234,-5.335725899,-5.909996626,-5.788183362,-6.592260235,-6.571701122,-6.339695993,-7.152087631,-6.482260493,-6.931868692,-6.637529151,-6.177029677,-7.117342415,-6.670431825,-5.389505176,-7.097933474,-5.830363679,-6.1496322,-6.485348919,-7.007302189
hsa-miR-328(1),-8.161308555,-11.55508282,-10.73640063,-13.1915585,-11.52949876,-7.915451855,-11.43832955,-8.763084478,-8.450616339,-11.53532772,-9.888285589,-9.962266957,-7.918977549,-10.58009704,-11.25786022,-11.0627923,-8.87824337,-9.487788926,-11.05678082,-10.783481,-9.828674277,-12.38472812,-10.139678,-10.86755609,-11.16386081,-10.66159803,-11.01985003,-10.90961975,-9.44817196,-10.58268111,-10.0328372,-9.770857586
hsa-miR-34a(1),-12.07474468,-10.67796451,-11.1055,-9.832133963,-9.942821405,-11.90392792,-11.12084914,-11.00593996,-10.60036273,-8.762895824,-9.819938606,-9.334022497,-11.87694255,-9.507357131,-10.38375825,-10.55769637,-10.02940754,-11.12876466,-10.77307753,-10.37968923,-9.535509718,-10.0062159,-9.653630301,-10.45473125,-10.59088837,-10.50290063,-9.997715657,-10.93258332,-10.50246735,-10.36928798,-9.925921566,-9.434868554
hsa-miR-379(1),-14.72601966,-13.06895601,-13.2692776,-11.6021579,-15.99610882,-14.87845723,-11.79481323,-13.39551567,-12.01540247,-15.40800661,-15.80228555,-13.81055317,-17.0855768,-14.7737164,-14.55652914,-12.78885903,-13.64801715,-12.61027179,-14.93608405,-12.08255137,-16.00556915,-29.89735285,-14.56000971,-17.95337294,-16.01509192,-14.50195261,-15.37697972,-14.23112885,-16.37085361,-14.97737226,-13.73386041,-15.22007366
hsa-miR-143(1),-5.064786324,-3.479741497,-1.508386056,-0.781313828,-6.937877934,-5.829253104,-1.18853649,-3.366640381,-1.678615347,-5.061782691,-4.001084968,-4.991507145,-7.275823873,-5.077366622,-3.294824687,-5.446920359,-3.745296157,-5.622465585,-3.184147902,-1.713842666,-4.618574113,-3.001023349,-2.646292731,-5.207133429,-4.245348368,-3.459006897,-5.074688817,-1.77599195,-2.809099392,-4.226868944,-2.43435474,-3.322671707
hsa-miR-1185-5p(2),-29.89735285,-17.1852558,-15.21457767,-14.71046484,-17.65954538,-17.68668151,-16.91364666,-16.17668107,-13.60065169,-19.93445685,-21.72742785,-17.60388121,-29.89735285,-18.14916,-29.89735285,-15.34660607,-16.4590808,-16.14497221,-17.37820807,-14.65358382,-18.72993471,-29.89735285,-18.51472883,-20.0534318,-19.14079653,-29.89735285,-19.02083591,-18.47739268,-17.37575241,-17.14706459,-29.89735285,-20.07717389
hsa-miR-760(1),-8.872395836,-12.0045314,-11.19159561,-11.58345568,-14.43012942,-8.240274763,-11.21131063,-10.23883626,-7.310344523,-12.03018876,-12.12583114,-11.49057486,-8.857577005,-12.3536413,-11.50490964,-14.20910254,-7.68748783,-11.41899796,-14.27908207,-12.20065695,-13.71627826,-9.619192688,-12.12670186,-14.34660607,-11.07496875,-11.37636594,-13.98905406,-11.58466042,-11.50246735,-13.85261723,-8.307011603,-13.20655003
hsa-miR-29c(1),-9.083663243,-7.352822986,-8.618986207,-8.367909431,-5.773670859,-9.852399826,-9.198483742,-8.63158903,-9.030507856,-7.97624523,-7.828166006,-7.316858265,-10.470435,-6.988550528,-6.513711836,-6.09532694,-8.247437565,-8.709279604,-7.991605593,-8.432030583,-8.576967098,-7.366805778,-7.900697663,-6.253920822,-8.150612211,-8.276648415,-6.761558881,-7.767379399,-7.241086215,-7.656461972,-8.429495598,-8.266681788
hsa-miR-20a(1),-29.89735285,-11.05429671,-12.11283302,-12.82221846,-11.93628758,-29.89735285,-10.92691831,-13.27006122,-11.79301005,-10.4383876,-12.23626371,-10.9983766,-15.76164357,-12.18322139,-11.78185193,-11.74111667,-13.5970718,-13.82304411,-12.1460311,-13.19158549,-14.59528518,-11.70665525,-12.47305532,-12.24780195,-12.85740569,-12.07582798,-10.85333769,-13.36323239,-13.15454345,-13.30221195,-13.14830837,-11.84728634
hsa-miR-30c(2),-11.89032011,-8.692137111,-9.990973068,-10.56337644,-8.375168374,-12.29297337,-9.892596097,-9.503440838,-8.872443166,-8.757694091,-7.951620411,-8.31046131,-10.86722728,-9.009673346,-8.532798161,-7.683008532,-10.48988798,-10.28688487,-9.415557363,-9.098385933,-9.630673813,-9.421253398,-9.273925885,-7.155386015,-9.024016139,-7.763825854,-8.421096629,-9.404424907,-8.428238719,-8.505277603,-9.943547164,-8.288470895
hsa-miR-19b(2),-11.21224478,-8.5551843,-9.39634083,-9.64286165,-9.098116298,-12.4758386,-8.655737969,-9.559027771,-8.729998416,-8.359871853,-10.95577504,-10.07034671,-12.83847325,-9.950222489,-9.527441392,-9.478275297,-10.19207484,-10.51175793,-10.53115232,-10.8610558,-10.37701041,-8.458727986,-9.88354087,-8.356663359,-9.996965086,-9.724481018,-8.71144966,-10.52528064,-8.916139578,-9.545753612,-9.148314104,-8.721755793
hsa-miR-138(2),-15.21457767,-15.95887592,-15.26481198,-14.31391745,-19.41555342,-29.89735285,-13.72601966,-14.35565121,-12.79301005,-16.34660607,-14.81055317,-15.07857098,-11.89657158,-15.10374954,-9.456835443,-12.01683066,-9.507304634,-14.06614459,-10.66867036,-16.06367211,-14.92257979,-13.12169114,-12.99115512,-14.95887592,-18.33225078,-13.60244497,-10.89235339,-14.4787096,-10.27890462,-17.6476468,-8.089420186,-15.68364106
hsa-miR-196a(2),-13.01060839,-9.607008831,-12.19060729,-13.29349473,-8.769140733,-13.36323239,-15.76968089,-12.30356055,-13.01540247,-8.570485627,-7.390442423,-6.586218769,-11.95711383,-7.362873041,-7.736194824,-15.28195311,-9.07343756,-9.16563939,-9.298806875,-14.0440433,-9.400605356,-8.121693147,-12.57220554,-9.829873851,-14.38931052,-11.17138422,-5.908308711,-9.745918791,-8.328304334,-8.363435732,-12.7332807,-9.629154692
hsa-miR-151-5p(1),-10.61530967,-9.442409013,-10.78439672,-12.53509222,-9.805686331,-12.36336161,-10.37282644,-10.7967752,-9.927938226,-9.683773942,-8.03907736,-7.824291001,-10.73766626,-8.186061463,-8.376376962,-8.177919745,-10.75523333,-10.67373997,-10.45389327,-10.50706842,-11.59569591,-10.0062159,-10.22067089,-8.382380737,-11.30445059,-9.341012395,-7.996735864,-10.47385117,-9.049009578,-9.83799915,-11.73327579,-8.788053975
hsa-miR-136-5p(1),-13.62778782,-12.27754841,-12.7926415,-11.76552101,-13.25558332,-15.09867856,-13.55305695,-13.72601966,-12.14093335,-15.53925115,-16.55305695,-14.45583514,-18.08758473,-14.88280926,-16.28771238,-11.98220289,-13.64801715,-13.42218942,-15.81886844,-10.56200394,-15.53239748,-13.12169114,-14.56000971,-15.22007366,-16.89243018,-14.08858974,-16.18740747,-13.57225825,-12.4227438,-13.31244906,-11.14831492,-13.72016693
hsa-miR-374a(1),-12.80625843,-9.089480701,-11.07298761,-10.32680965,-8.580085994,-13.43811337,-11.38223824,-11.63154554,-11.35243746,-9.329519295,-10.26363565,-10.21200006,-13.95658046,-10.43638709,-9.494219093,-8.849943998,-11.34714718,-10.99518975,-10.10830165,-11.062996,-11.1974043,-9.247224065,-10.42195981,-8.726255484,-10.14818886,-9.461423219,-9.67393087,-10.39201423,-10.60434604,-9.899152226,-10.64581266,-9.557283274
hsa-miR-28-3p(1),-12.44671346,-11.06204258,-8.949650289,-9.784555762,-13.48035746,-12.87793587,-9.06047575,-10.32786991,-9.819003956,-12.61666363,-10.10969575,-10.97132331,-12.53180787,-10.52143102,-10.51808661,-10.98978146,-10.28574624,-10.2261539,-9.910442841,-10.69173379,-10.53852783,-9.799765614,-10.48681041,-11.5169087,-10.95607595,-10.3117576,-10.17980193,-11.60911309,-10.56102064,-10.26523448,-10.82638552,-12.12272663
hsa-miR-1468(1),-11.12478375,-14.1397545,-13.18579342,-16.09362533,-11.83512749,-10.18544395,-15.40800661,-12.16986443,-12.79301005,-13.02718081,-10.29587221,-12.565395,-9.988363671,-10.2411637,-11.3771946,-12.2676903,-10.33673081,-10.6407249,-12.21734366,-14.56349869,-11.3614738,-10.70665525,-14.1397545,-12.41411964,-12.35180763,-10.30126686,-10.69679663,-14.15809964,-13.26146472,-11.69658832,-11.56335024,-12.53002343
hsa-miR-217(1),-29.89735285,-12.5894939,-15.47213695,-12.67365278,-14.80641344,-13.22585325,-15.91364666,-14.01748247,-29.89735285,-15.34660607,-13.4902843,-15.56000971,-18.08758473,-14.7221152,-15.83564415,-15.56000971,-15.86979237,-14.79406505,-14.00319825,-15.27621674,-17.19388181,-14.7066022,-17.19172047,-16.53925115,-15.78589111,-15.40800661,-13.43491449,-15.66853416,-14.63878682,-15.37085361,-29.89735285,-15.98671012
hsa-miR-671-5p(1),-11.12478375,-13.30951675,-12.67411472,-16.48531234,-15.16603382,-11.29297337,-12.43662501,-14.11650555,-14.59886064,-12.96253323,-13.20589557,-13.36627605,-11.22841595,-13.32128191,-13.96347782,-15.01509192,-11.26584893,-11.62865096,-14.44614174,-14.54613753,-15.80228555,-29.89735285,-17.34420358,-18.86117924,-18.33225078,-29.89735285,-14.33165573,-14.67229608,-14.63878682,-15.31098216,-11.73327579,-17.49327572
hsa-miR-582(1),-29.89735285,-13.82723191,-14.13455559,-13.80434802,-11.67890314,-17.68668151,-15.1397545,-15.83564415,-14.01509192,-15.7221152,-13.1221284,-15.95887592,-16.08357166,-13.95887592,-13.48862507,-12.09126271,-29.89735285,-13.94061371,-13.75964121,-14.63511116,-13.42377393,-29.89735285,-14.00794396,-11.6944112,-11.72185691,-12.7950798,-12.64561157,-13.67229608,-13.26146472,-12.77885783,-13.14830837,-12.2004057
hsa-miR-193b(1),-12.32471923,-11.83570743,-13.88936201,-14.08607852,-11.63944483,-11.82731055,-13.04219238,-11.30303554,-11.60036497,-12.08858345,-12.29691722,-12.05549371,-11.59454438,-12.58963618,-13.16827652,-13.75964121,-12.20774383,-14.52217763,-13.69125424,-11.95596704,-13.51371605,-29.89735285,-12.6259719,-13.50362724,-15.61687204,-13.65544416,-12.05542002,-12.47947562,-12.73308424,-13.66103963,-11.56335024,-13.09964067
hsa-miR-106b(1),-11.97958454,-8.643340951,-10.34732008,-10.20277222,-9.063695265,-13.5970718,-10.07632943,-9.911579001,-9.534273643,-7.576589483,-9.883641717,-9.04279108,-12.72884722,-9.617647066,-9.146486427,-8.881869741,-11.06335408,-10.21987063,-9.6621812,-9.152328551,-9.56564971,-8.29726482,-9.298881386,-7.644978177,-9.000693029,-8.618627771,-9.733666329,-8.900160277,-8.532492561,-9.059458567,-8.978389194,-8.932580501
hsa-miR-92a(2),-10.02637865,-8.247064071,-8.611040455,-9.647950013,-8.428489709,-10.1154345,-7.763018039,-8.758390529,-6.835491734,-6.79952614,-8.804583456,-7.698961171,-7.552734836,-9.156825977,-8.760628278,-8.812711829,-9.115821843,-10.44400585,-8.72413566,-8.798333221,-10.26246915,-8.752459402,-8.47266115,-8.122978788,-9.099304333,-8.264291562,-8.758513612,-7.17322104,-8.854028467,-9.092504963,-8.393426693,-8.507301484
hsa-miR-374b(1),-15.07358757,-10.29265485,-12.35463079,-11.19405418,-9.342809904,-14.22559067,-13.00884741,-12.36508065,-12.14093335,-11.12350214,-10.63901456,-10.04016913,-13.95658046,-11.13542835,-10.13837171,-9.142974204,-13.06335099,-12.29346576,-11.58122161,-11.84360193,-11.7805165,-9.848674417,-10.96589682,-9.147548063,-10.37152621,-10.28566881,-9.825546168,-11.31960688,-11.76222477,-11.06887233,-12.41135064,-10.49571915
hsa-miR-423-3p(1),-8.216761111,-9.578957891,-9.220978212,-10.69062225,-10.78954067,-8.55600669,-9.433642903,-8.176053781,-7.81900363,-9.924244101,-8.008465083,-7.605727685,-7.798682994,-8.109134765,-9.102747404,-8.886477862,-8.455672034,-9.288709987,-9.451965117,-8.831971564,-8.280751515,-9.280391276,-9.028384898,-8.441637842,-9.157429715,-8.675080924,-8.855868152,-10.08287209,-7.739104368,-8.313124333,-7.925921566,-9.208868604
hsa-miR-218(2),-14.36475342,-11.95561745,-12.20327388,-12.91635425,-12.2869047,-14.5154044,-11.58560011,-12.78813433,-11.0767999,-14.24787212,-13.50530381,-12.41448976,-13.99846809,-12.46505564,-12.52652925,-13.23176711,-13.06335099,-13.85261723,-13.00757561,-12.76188404,-13.63511116,-12.38472812,-12.40097496,-11.81954616,-12.882319,-12.68186725,-12.2907886,-12.77904034,-11.71396947,-12.55885149,-13.14830837,-12.88709795
hsa-miR-409-3p(1),-16.53925115,-13.54959309,-11.64594441,-13.4902843,-16.96809445,-13.68554059,-10.99121386,-11.9153397,-11.35243746,-15.47213695,-15.51878704,-12.52216915,-12.76447162,-14.62414004,-14.5154044,-11.90323701,-12.99623848,-10.51488292,-14.31685873,-11.34432361,-15.77776323,-29.89735285,-14.65730691,-17.73307442,-17.55583403,-16.08357166,-15.76968089,-14.15809964,-13.96117503,-14.90034984,-29.89735285,-15.90476851
hsa-miR-451(1),-13.44614174,-9.953217041,-6.994774408,-8.412922789,-11.13629189,-12.041432,-7.243299462,-10.17962791,-6.011648662,-14.57753963,-10.72383186,-10.81315433,-7.167532367,-9.100589176,-8.463482201,-11.41458428,-12.45567305,-11.71634623,-8.079979576,-13.10797204,-9.996222273,-12.38472812,-12.67551088,-12.12988607,-9.528224146,-11.69554481,-10.42855383,-11.27002203,-10.1385327,-9.284105646,-9.485348531,-12.14618149
hsa-miR-652(1),-11.5568942,-11.03977879,-12.49115615,-11.6912113,-11.85729328,-12.36336161,-11.7223443,-10.9496132,-11.51290213,-10.69089886,-9.848343232,-10.04685466,-11.7465445,-10.07927472,-10.74711221,-11.67322396,-11.54878029,-11.2261539,-11.72082418,-12.7074318,-10.10917938,-10.61919382,-11.91480484,-11.16684623,-10.3363857,-10.42679724,-10.3358225,-12.23155201,-10.43051762,-11.74471645,-10.27384461,-10.96839504
hsa-miR-331(1),-12.40488937,-11.14369212,-11.18000777,-11.59112647,-11.09099833,-13.43811337,-13.07367464,-10.5494266,-11.43043997,-12.26518832,-10.55017054,-11.13671411,-12.66013356,-10.82274881,-11.89083501,-11.54721219,-11.72775076,-11.56355546,-12.22914651,-10.69173379,-9.903253591,-10.24722494,-10.82123143,-10.22752661,-10.3856581,-11.13366715,-12.06535293,-11.63398736,-9.518955326,-10.63894094,-12.14831492,-10.87234851
hsa-miR-199b-5p(1),-12.65987211,-9.704206534,-10.26085745,-11.21676326,-10.77087019,-13.38776339,-10.04609334,-9.686863428,-8.457439306,-11.62953746,-11.0429562,-11.96287874,-13.29639462,-11.2158399,-10.15231049,-11.79560283,-12.6654192,-11.57183658,-10.84509792,-11.37485944,-11.70997661,-10.70665525,-10.02922059,-10.90955315,-10.45832147,-10.04054286,-11.02316094,-11.31286006,-10.34597503,-10.0590599,-11.2738464,-11.18817815
hsa-miR-222(1),-12.77928373,-10.94762587,-9.715860855,-10.3199646,-12.80987965,-14.68364106,-9.118110418,-10.96771301,-8.95650735,-12.96829098,-9.979587448,-10.4157288,-12.22841248,-11.16078907,-10.74993425,-12.19165298,-10.50147569,-12.2673133,-10.49917909,-11.01486204,-11.39558174,-11.24722319,-11.39318561,-11.22911534,-10.99377694,-9.678471575,-11.19047916,-10.39732795,-10.01645555,-10.54829845,-9.273844614,-10.08823476
hsa-miR-199a-3p(3),-10.70128388,-7.752590069,-8.412353983,-8.282666821,-8.706173124,-12.82681258,-8.266509403,-7.337187276,-5.355987607,-9.686732635,-8.173070919,-7.836963334,-11.67717294,-8.10331623,-7.010887274,-8.211719888,-10.94787663,-9.881186594,-7.991240288,-7.704551065,-8.802579918,-8.458917834,-6.848382465,-6.357578972,-6.414397839,-7.127275577,-7.529684825,-7.085549758,-7.212025518,-6.844913326,-7.99194418,-6.883242117
hsa-miR-615(1),-6.802854692,-9.470192468,-9.922995685,-12.42034566,-9.865401325,-6.255359792,-13.64616635,-9.275804422,-10.79300749,-8.776094436,-8.162214184,-8.627038134,-7.244045256,-8.037570511,-10.02118817,-10.15660365,-6.718424849,-8.093555575,-9.501939007,-11.56420187,-8.26259054,-9.662261857,-9.083742304,-8.244453189,-10.03249266,-8.584831579,-8.671742347,-9.272461929,-7.059147241,-8.849814859,-9.978389194,-8.836724862
hsa-miR-16(2),-11.48977803,-8.15201089,-10.09277434,-10.52298832,-8.086434139,-13.29349473,-9.927123358,-10.63499186,-9.39090967,-8.889903943,-8.130358168,-7.432618916,-11.15565875,-8.076366816,-7.842885655,-7.578981614,-11.28574805,-10.2883455,-9.434546071,-10.25641777,-10.42611228,-8.421253398,-9.277902121,-7.653782241,-9.297618856,-8.335649111,-7.387436292,-9.869707335,-8.968960987,-8.978662099,-9.603993471,-9.580405158
hsa-miR-214-3p(1),-29.89735285,-13.57050208,-13.4655941,-13.98905406,-15.02949499,-17.68668151,-14.16073952,-13.79816944,-12.60036497,-15.57401656,-12.70709412,-11.91781601,-18.08758473,-12.99323572,-13.22214007,-13.66665688,-29.89735285,-15.28195311,-14.1793552,-13.15357031,-15.27621674,-12.70666007,-12.80735418,-12.68877555,-13.27552991,-12.38742325,-13.34660607,-12.47947562,-13.15454345,-12.27939761,-29.89735285,-14.37697972
hsa-miR-93(1),-11.67619058,-10.28861074,-10.71533926,-10.93645438,-10.45716092,-13.68554059,-9.347757115,-9.866617026,-9.450615834,-8.096050642,-9.595030768,-8.67274935,-11.81960874,-9.712383105,-9.59183323,-10.09965334,-11.2268522,-10.50593723,-10.21155865,-9.801515462,-9.81367357,-8.214802685,-9.730900422,-9.57032,-9.618109558,-8.907953503,-9.299433977,-9.215033732,-10.33984802,-9.669410284,-8.241423454,-9.702967502
hsa-miR-383(1),-29.89735285,-18.18310734,-15.94061371,-16.74095371,-29.89735285,-29.89735285,-15.80228555,-15.83564415,-14.59886064,-29.89735285,-29.89735285,-17.79734763,-29.89735285,-20.14748343,-29.89735285,-17.99799593,-29.89735285,-19.23557476,-21.96071491,-18.11599314,-13.56349869,-29.89735285,-19.50933557,-16.61397506,-29.89735285,-29.89735285,-23.41353708,-17.48002774,-29.89735285,-19.66853416,-29.89735285,-29.89735285
hsa-miR-33a(1),-13.01060839,-12.17507229,-12.62027436,-11.28577326,-12.08616634,-14.36475342,-13.12496095,-13.49860916,-10.20804584,-13.83564415,-13.20785985,-13.98203364,-15.76164357,-12.70718094,-12.35983868,-10.8354517,-10.93210968,-13.03631443,-12.11130024,-11.56420187,-10.39162076,-11.53672864,-10.65440673,-10.67215013,-10.17898387,-10.40136124,-13.78182145,-11.23154854,-10.11015012,-10.43672298,-10.73327579,-10.75049087
hsa-miR-15a(1),-13.28624158,-9.032575765,-11.11168009,-11.10899774,-8.085608935,-14.68364106,-11.62780608,-11.38318589,-10.69347199,-9.701052105,-10.0111383,-9.50431335,-14.50195261,-9.661973149,-10.09151296,-8.283508096,-12.09812183,-12.21084549,-11.00221546,-11.14531855,-10.3917603,-8.421253398,-10.20694729,-7.548905099,-9.626475839,-9.496901773,-9.627366716,-10.51947511,-8.805816099,-9.674609827,-10.92592157,-9.773710086
hsa-miR-196b(1),-11.7528141,-9.092120678,-10.36552214,-10.63764866,-9.642227441,-12.64089536,-11.98621253,-9.736980367,-10.74238151,-8.929150138,-8.640503226,-9.30615834,-15.08858974,-9.099679456,-14.62050147,-18.98296772,-10.69638243,-10.3638216,-10.06393615,-14.7221152,-10.59635912,-29.89735285,-17.51472883,-19.83395777,-10.47319272,-13.60244497,-13.18054679,-11.2962894,-9.441614267,-9.041010918,-29.89735285,-11.21171091
hsa-miR-152(1),-14.53582024,-10.91090525,-11.40769694,-11.0317857,-12.38986789,-15.09867856,-10.59555973,-10.59860783,-9.208045844,-11.92144892,-11.3884942,-9.679505174,-11.95711383,-11.33908911,-10.85214245,-12.32692639,-12.09812183,-12.23457323,-10.99973189,-10.32370012,-11.51665928,-10.56342665,-10.17431025,-10.9825765,-11.08646433,-10.66159803,-11.04984278,-10.49648384,-10.71397189,-10.48122952,-10.56335242,-10.60931365
hsa-miR-142-5p(1),-13.14185236,-9.770105346,-10.97586636,-11.11057274,-12.55121141,-14.68364106,-9.307438423,-11.85393568,-9.646167506,-12.87879405,-11.83919197,-11.26892867,-13.17950242,-13.62414004,-11.36849054,-11.71195956,-10.62278133,-13.29930035,-9.295034573,-14.26481198,-13.09002309,-12.70666007,-13.54959309,-10.65235963,-13.06824954,-10.80246075,-12.13568476,-12.80705432,-12.14172197,-12.43342942,-11.73327579,-11.78690013
hsa-miR-874(1),-8.290999605,-11.00618919,-11.9859199,-13.0549534,-11.49753672,-7.6810691,-11.86881543,-9.037679309,-10.55596868,-11.50571068,-11.06057204,-10.96046191,-9.161582828,-10.74397648,-12.04179693,-12.13571073,-9.054793035,-9.75721209,-11.99082627,-11.40015202,-10.8287871,-11.12169435,-12.12239854,-13.01414875,-12.10353366,-11.5896095,-11.25878613,-13.19407108,-10.12584888,-11.16037295,-10.82638552,-10.57309318
hsa-miR-654(1),-29.89735285,-15.06862132,-14.53239748,-13.36932615,-15.95887592,-29.89735285,-14.53239748,-14.41114632,-12.27843688,-19.93445685,-17.55861647,-15.74570202,-18.08758473,-17.14706459,-16.0440433,-12.86458605,-12.64831349,-15.00556915,-16.27621674,-12.24932537,-16.78589111,-29.89735285,-14.49194543,-16.00556915,-16.23112885,-15.40800661,-16.85774834,-14.15809964,-17.96071491,-14.74174401,-12.7332807,-16.49860916
hsa-miR-134(1),-13.72601966,-14.44614174,-12.46983539,-13.41429288,-16.58107132,-10.99878984,-11.43832955,-13.11121088,-11.43043997,-15.57401656,-15.22007366,-12.89007368,-12.02030842,-14.53239748,-14.27050309,-13.03322718,-10.47839261,-11.6175972,-14.82304411,-11.39623098,-16.79078991,-11.53672864,-14.60603824,-19.86117924,-15.09362533,-14.60244497,-15.67606784,-15.89594466,-15.50530381,-15.29930035,-12.7332807,-17.26936307
hsa-miR-153(2),-9.746270643,-8.065929239,-10.24341619,-10.11491127,-5.70863295,-12.68529351,-14.03190954,-10.80779634,-14.01509192,-7.997619049,-10.67553212,-10.23472098,-14.76565663,-9.570153296,-10.20751352,-9.308638218,-10.37885721,-10.6794756,-9.770303133,-10.13385031,-9.745256205,-8.384727633,-10.06970313,-7.388417094,-9.900111339,-9.50289958,-10.70712306,-10.24107116,-8.168296022,-8.810573897,-11.41134671,-9.71278498
hsa-miR-126(1),-11.67619058,-6.732625577,-8.082396117,-8.864968739,-8.865622713,-12.0128663,-7.388307599,-7.844799728,-6.494454773,-10.34911042,-9.269001658,-8.258358445,-10.0311138,-8.582237574,-7.845589629,-8.482712517,-9.01687998,-8.950001287,-7.746456205,-7.422779199,-9.16667625,-8.263712359,-7.937052485,-8.799916069,-9.106975718,-8.040193055,-8.029808276,-8.208013421,-7.576036872,-8.151405313,-6.583529428,-7.781724935
hsa-miR-497(1),-12.9492138,-9.526226037,-10.20657901,-8.171802696,-10.25519008,-15.09867856,-9.975023974,-9.174739578,-7.669625873,-11.4685061,-9.104661836,-8.137731603,-13.38621792,-10.02781624,-8.791505074,-9.993035762,-10.71420455,-10.53814593,-9.81517132,-9.425398867,-9.60483462,-9.214802256,-9.978955438,-8.376034218,-8.449603187,-8.280507458,-8.877727515,-9.560613134,-9.474059434,-8.620708733,-10.20971404,-8.73428982
hsa-miR-182(1),-7.28743311,-5.248367282,-6.731799619,-8.276799644,-4.445404186,-8.699447485,-10.99372104,-6.059391986,-10.8999225,-4.244177165,-7.865803416,-7.473023794,-11.50143386,-7.087020106,-6.457520449,-6.536572064,-8.7175798,-9.88504204,-6.021099816,-5.679434859,-6.116460409,-9.247224065,-6.658972899,-12.42033775,-7.436563774,-9.249919022,-6.067931183,-7.190322175,-6.064999187,-5.603719979,-8.826386173,-11.73262266
hsa-miR-145(1),-9.198782978,-8.274794695,-6.232948431,-5.771812706,-8.745757761,-9.310250184,-6.505830636,-7.577813304,-5.775404573,-10.68733319,-6.44626037,-8.189368624,-8.624916134,-8.167378689,-6.766723065,-7.676297701,-8.039930282,-8.754939117,-6.634214488,-4.932048109,-8.549514169,-9.247224065,-6.715638246,-8.717580408,-8.119077564,-8.276648415,-7.316875057,-7.117532725,-7.283739173,-8.772040922,-7.677994052,-7.259336616
hsa-miR-433(1),-29.89735285,-16.07358757,-16.39551567,-18.24899527,-19.94898562,-29.89735285,-14.62050147,-16.76004146,-14.01509192,-29.89735285,-15.62414004,-11.83944572,-16.49860916,-15.01987699,-16.0440433,-14.07607713,-12.99623848,-14.84410573,-18.92437307,-13.32868416,-18.51472883,-29.89735285,-16.60964047,-19.54200176,-19.14079653,-16.82555533,-16.95337294,-15.4787096,-16.96255626,-16.86289776,-29.89735285,-17.26936307
hsa-miR-369(1),-15.53239748,-14.72601966,-15.16603382,-15.08357166,-18.16603382,-17.68668151,-14.09614973,-16.55305695,-14.01509192,-29.89735285,-17.0285303,-14.47541953,-17.0855768,-17.5641975,-15.61687204,-11.48415468,-29.89735285,-15.02467797,-17.04794775,-13.56349869,-19.07557887,-29.89735285,-16.60964047,-19.28080401,-19.55305695,-17.41051783,-16.3586789,-14.39240976,-17.37575241,-17.07159902,-29.89735285,-16.49860916
hsa-miR-195(1),-14.21183751,-11.41332064,-12.51523548,-11.64485373,-11.74580111,-16.68516048,-12.40181789,-12.76838184,-12.14093335,-13.82933038,-11.10374954,-10.40259881,-18.08758473,-12.01961939,-10.43546379,-10.98313125,-14.13455559,-13.62050147,-12.11917945,-11.57302285,-13.71627826,-11.38472812,-11.78452141,-10.55732893,-12.00100271,-11.33297632,-10.53939929,-11.42061851,-12.11640946,-11.48648749,-29.89735285,-11.99834414
hsa-miR-340(1),-12.24877057,-9.457084867,-11.59504416,-11.09024325,-9.604116974,-13.98436999,-12.281558,-11.67124646,-13.27843688,-9.717327172,-11.28651544,-11.24237426,-16.08357166,-11.41334425,-11.10184583,-10.05964178,-12.81181815,-12.024095,-11.1243167,-11.99694002,-12.71940782,-10.38472812,-11.95247497,-11.15341257,-12.82682306,-12.57690484,-10.79367061,-11.54873707,-12.05500865,-12.17928829,-14.73386041,-13.25674074
hsa-miR-144(1),-16.53925115,-11.02288474,-9.531540916,-9.767693765,-12.65775432,-29.89735285,-10.39792541,-14.09362533,-7.793008451,-16.53925115,-16.33463343,-13.73386041,-13.8377549,-14.04892552,-12.88151316,-13.92706718,-13.28575165,-14.01748247,-9.645825369,-14.33761729,-12.8367308,-13.7066022,-13.97504721,-12.1642382,-10.56700927,-11.9668465,-15.94971592,-12.95591546,-10.69043628,-10.5150328,-10.41134867,-12.12272663
